"Year","Grado urbanización","Municipio","GeoCode","Value"
2020,"Zona rural","Íllar","A04054",126.04
2020,"Zona rural","Instinción","A04055",141.12
2020,"Zona rural","Laroya","A04056",120.29
2020,"Zona rural","Láujar de Andarax","A04057",139.65
2020,"Zona rural","Líjar","A04058",136.55
2020,"Zona rural","Lubrín","A04059",182.92
2020,"Zona rural","Lucainena de las Torres","A04060",239.56
2020,"Zona rural","Lúcar","A04061",166.21
2020,"Zona de densidad intermedia","Macael","A04062",79.78
2020,"Zona rural","Marí","A04063",229.83
2020,"Zona rural","Mojácar","A04064",137.22
2020,"Zona rural","Nacimiento","A04065",200.55
2020,"Zona de densidad intermedia","Níjar","A04066",81.04
2020,"Zona rural","Ohanes","A04067",154.05
2020,"Zona rural","Olula de Castro","A04068",219.78
2020,"Zona de densidad intermedia","Olula del Río","A04069",76.19
2020,"Zona rural","Oria","A04070",158.31
2020,"Zona rural","Padules","A04071",138.6
2020,"Zona rural","Partaloa","A04072",104.94
2020,"Zona rural","Paterna del Río","A04073",207.74
2020,"Zona de densidad intermedia","Pechina","A04074",88.09
2020,"Zona de densidad intermedia","Pulpí","A04075",120.98
2020,"Zona rural","Purchena","A04076",125.09
2020,"Zona rural","Rágol","A04077",106.09
2020,"Zona rural","Rioja","A04078",72.2
2020,"Zona de densidad intermedia","Roquetas de Mar","A04079",37.09
2020,"Zona rural","Santa Cruz de Marchena","A04080",101.94
2020,"Zona rural","Santa Fe de Mondújar","A04081",163.65
2020,"Zona rural","Senés","A04082",186.49
2020,"Zona rural","Serón","A04083",136.53
2020,"Zona rural","Sierro","A04084",90.54
2020,"Zona rural","Somontín","A04085",152.1
2020,"Zona rural","Sorbas","A04086",171.5
2020,"Zona rural","Suflí","A04087",153.9
2020,"Zona rural","Tabernas","A04088",146.02
2020,"Zona rural","Taberno","A04089",128.32
2020,"Zona rural","Tahal","A04090",327.53
2020,"Zona rural","Terque","A04091",191.08
2020,"Zona rural","Tíjola","A04092",92.12
2020,"Zona rural","Turre","A04093",82.45
2020,"Zona rural","Turrillas","A04094",175.27
2020,"Zona rural","Uleila del Campo","A04095",167.7
2020,"Zona rural","Urrácal","A04096",140.06
2020,"Zona rural","Velefique","A04097",208.65
2020,"Zona rural","Vélez-Blanco","A04098",240.51
2020,"Zona de densidad intermedia","Vélez-Rubio","A04099",133.2
2020,"Zona de densidad intermedia","Vera","A04100",86.32
2020,"Ciudades","Viator","A04101",101.99
2020,"Ciudades","Vícar","A04102",54.95
2020,"Zona rural","Zurgena","A04103",123.4
2020,"Zona rural","Tres Villas, Las","A04901",182.85
2020,"Zona de densidad intermedia","Ejido, El","A04902",56.31
2020,"Zona de densidad intermedia","Mojonera, La","A04903",82.16
2020,"Zona rural","Balanegra","A04904",60.54
2020,"Zona rural","Alcalá de los Gazules","A11001",70.18
2020,"Zona rural","Alcalá del Valle","A11002",59.12
2020,"Zona rural","Algar","A11003",75.84
2020,"Ciudades","Algeciras","A11004",33.87
2020,"Zona rural","Algodonales","A11005",77.38
2020,"Zona de densidad intermedia","Arcos de la Frontera","A11006",66.08
2020,"Zona de densidad intermedia","Barbate","A11007",52.76
2020,"Zona de densidad intermedia","Barrios, Los","A11008",78.62
2020,"Zona rural","Benaocaz","A11009",139.35
2020,"Zona de densidad intermedia","Bornos","A11010",61.27
2020,"Zona rural","Bosque, El","A11011",80.35
2020,"Ciudades","Cádiz","A11012",19.98
2020,"Zona rural","Castellar de la Frontera","A11013",74.92
2020,"Zona de densidad intermedia","Conil de la Frontera","A11014",96.18
2020,"Ciudades","Chiclana de la Frontera","A11015",79.07
2020,"Zona de densidad intermedia","Chipiona","A11016",90.45
2020,"Zona rural","Espera","A11017",71.45
2020,"Zona rural","Gastor, El","A11018",72.33
2020,"Zona rural","Grazalema","A11019",104.55
2020,"Ciudades","Jerez de la Frontera","A11020",43.51
2020,"Zona rural","Jimena de la Frontera","A11021",81.94
2020,"Ciudades","Línea de la Concepción, La","A11022",35.16
2020,"Zona de densidad intermedia","Medina Sidonia","A11023",70.08
2020,"Zona de densidad intermedia","Olvera","A11024",146.64
2020,"Zona de densidad intermedia","Paterna de Rivera","A11025",48.52
2020,"Zona de densidad intermedia","Prado del Rey","A11026",68.09
2020,"Ciudades","Puerto de Santa Marí, El","A11027",56.64
2020,"Zona de densidad intermedia","Puerto Real","A11028",58.04
2020,"Zona de densidad intermedia","Puerto Serrano","A11029",63.86
2020,"Zona de densidad intermedia","Rota","A11030",53.55
2020,"Ciudades","San Fernando","A11031",24.43
2020,"Ciudades","Sanlúcar de Barrameda","A11032",50.59
2020,"Zona de densidad intermedia","San Roque","A11033",110.97
2020,"Zona rural","Setenil de las Bodegas","A11034",114.05
2020,"Zona de densidad intermedia","Tarifa","A11035",71.98
2020,"Zona rural","Torre Alháquime","A11036",90.88
2020,"Zona de densidad intermedia","Trebujena","A11037",59.04
2020,"Zona de densidad intermedia","Ubrique","A11038",33.72
2020,"Zona de densidad intermedia","Vejer de la Frontera","A11039",77.31
2020,"Zona rural","Villaluenga del Rosario","A11040",84.41
2020,"Zona de densidad intermedia","Villamartín","A11041",67.86
2020,"Zona rural","Zahara","A11042",75.29
2020,"Zona de densidad intermedia","Benalup-Casas Viejas","A11901",66.41
2020,"Zona rural","San José del Valle","A11902",78.72
2020,"Zona rural","San Martín del Tesorillo","A11903",67.99
2020,"Zona rural","Adamuz","A14001",130.14
2020,"Zona de densidad intermedia","Aguilar de la Frontera","A14002",84
2020,"Zona rural","Alcaracejos","A14003",309.63
2020,"Zona rural","Almedinilla","A14004",112.47
2020,"Zona de densidad intermedia","Almodóvar del Río","A14005",93.09
2020,"Zona rural","Añora","A14006",340.97
2020,"Zona de densidad intermedia","Baena","A14007",71.33
2020,"Zona rural","Belalcázar","A14008",233.35
2020,"Zona rural","Belmez","A14009",149.98
2020,"Zona rural","Benamejí","A14010",94.35
2020,"Zona rural","Blázquez, Los","A14011",260.09
2020,"Zona de densidad intermedia","Bujalance","A14012",82.5
2020,"Zona de densidad intermedia","Cabra","A14013",68.9
2020,"Zona rural","Cañete de las Torres","A14014",116.29
2020,"Zona rural","Carcabuey","A14015",112.32
2020,"Zona rural","Cardeña","A14016",312.19
2020,"Zona de densidad intermedia","Carlota, La","A14017",105.13
2020,"Zona rural","Carpio, El","A14018",104.38
2020,"Zona de densidad intermedia","Castro del Río","A14019",99.18
2020,"Zona rural","Conquista","A14020",233.89
2020,"Ciudades","Córdoba","A14021",42.28
2020,"Zona rural","Doña Mencí","A14022",55.83
2020,"Zona rural","Dos Torres","A14023",302.2
2020,"Zona rural","Encinas Reales","A14024",100.55
2020,"Zona rural","Espejo","A14025",87.07
2020,"Zona rural","Espiel","A14026",123.72
2020,"Zona de densidad intermedia","Fernán-Núñez","A14027",77.37
2020,"Zona rural","Fuente la Lancha","A14028",154.31
2020,"Zona rural","Fuente Obejuna","A14029",264.91
2020,"Zona de densidad intermedia","Fuente Palmera","A14030",100.23
2020,"Zona rural","Fuente-Tójar","A14031",137.05
2020,"Zona rural","Granjuela, La","A14032",271.54
2020,"Zona rural","Guadalcázar","A14033",109.41
2020,"Zona rural","Guijo, El","A14034",247.41
2020,"Zona de densidad intermedia","Hinojosa del Duque","A14035",191.09
2020,"Zona rural","Hornachuelos","A14036",163.09
2020,"Zona rural","Iznájar","A14037",117.19
2020,"Zona de densidad intermedia","Lucena","A14038",84.88
2020,"Zona rural","Luque","A14039",130.17
2020,"Zona de densidad intermedia","Montalbán de Córdoba","A14040",122.6
2020,"Zona rural","Montemayor","A14041",115.73
2020,"Zona de densidad intermedia","Montilla","A14042",83
2020,"Zona de densidad intermedia","Montoro","A14043",126.65
2020,"Zona rural","Monturque","A14044",103.37
2020,"Zona rural","Moriles","A14045",88.73
2020,"Zona de densidad intermedia","Nueva Carteya","A14046",77.3
2020,"Zona rural","Obejo","A14047",89.72
2020,"Zona rural","Palenciana","A14048",94.83
2020,"Zona de densidad intermedia","Palma del Río","A14049",64.14
2020,"Zona rural","Pedro Abad","A14050",98.25
2020,"Zona rural","Pedroche","A14051",240.36
2020,"Zona de densidad intermedia","Peñarroya-Pueblonuevo","A14052",97.54
2020,"Zona de densidad intermedia","Posadas","A14053",93.81
2020,"Zona de densidad intermedia","Pozoblanco","A14054",103.47
2020,"Zona de densidad intermedia","Priego de Córdoba","A14055",70.45
2020,"Zona de densidad intermedia","Puente Genil","A14056",71.03
2020,"Zona de densidad intermedia","Rambla, La","A14057",107.25
2020,"Zona de densidad intermedia","Rute","A14058",82.56
2020,"Zona rural","San Sebastián de los Ballesteros","A14059",131.06
2020,"Zona rural","Santaella","A14060",119.95
2020,"Zona rural","Santa Eufemia","A14061",258.65
2020,"Zona rural","Torrecampo","A14062",266.53
2020,"Zona rural","Valenzuela","A14063",120.87
2020,"Zona rural","Valsequillo","A14064",415.51
2020,"Zona rural","Victoria, La","A14065",94.83
2020,"Zona de densidad intermedia","Villa del Río","A14066",77.82
2020,"Zona rural","Villafranca de Córdoba","A14067",120.97
2020,"Zona rural","Villaharta","A14068",101.34
2020,"Zona de densidad intermedia","Villanueva de Córdoba","A14069",129.62
2020,"Zona rural","Villanueva del Duque","A14070",285.07
2020,"Zona rural","Villanueva del Rey","A14071",216.81
2020,"Zona rural","Villaralto","A14072",224.4
2020,"Zona rural","Villaviciosa de Córdoba","A14073",156.76
2020,"Zona rural","Viso, El","A14074",212.24
2020,"Zona rural","Zuheros","A14075",113.5
2020,"Zona rural","Fuente Carreteros","A14901",98.52
2020,"Zona rural","Guijarrosa, La","A14902",125.17
2020,"Zona rural","Agrón","A18001",170.42
2020,"Zona rural","Alamedilla","A18002",150.12
2020,"Zona de densidad intermedia","Albolote","A18003",76.75
2020,"Zona rural","Albondón","A18004",159.04
2020,"Zona rural","Albuñán","A18005",323.43
2020,"Zona rural","Albuñol","A18006",53.86
2020,"Zona rural","Albuñuelas","A18007",127.62
2020,"Zona rural","Aldeire","A18010",174.15
2020,"Zona de densidad intermedia","Alfacar","A18011",57.42
2020,"Zona rural","Algarinejo","A18012",109.53
2020,"Zona rural","Alhama de Granada","A18013",97.99
2020,"Zona de densidad intermedia","Alhendín","A18014",55.86
2020,"Zona rural","Alicún de Ortega","A18015",98.24
2020,"Zona rural","Almegíjar","A18016",148.03
2020,"Zona de densidad intermedia","Almuñécar","A18017",59.96
2020,"Zona rural","Alquife","A18018",220.3
2020,"Zona rural","Arenas del Rey","A18020",173.36
2020,"Ciudades","Armilla","A18021",39.97
2020,"Zona de densidad intermedia","Atarfe","A18022",71.97
2020,"Zona de densidad intermedia","Baza","A18023",81.38
2020,"Zona rural","Beas de Granada","A18024",84.29
2020,"Zona rural","Beas de Guadix","A18025",99.32
2020,"Zona rural","Benalúa","A18027",79.13
2020,"Zona rural","Benalúa de las Villas","A18028",105.52
2020,"Zona rural","Benamaurel","A18029",199.09
2020,"Zona rural","Bérchules","A18030",131.92
2020,"Zona rural","Bubión","A18032",143.41
2020,"Zona rural","Busquístar","A18033",173.4
2020,"Zona rural","Cacín","A18034",149.42
2020,"Zona rural","Cádiar","A18035",124.92
2020,"Ciudades","Cájar","A18036",38.35
2020,"Zona rural","Calicasas","A18037",75
2020,"Zona rural","Campotéjar","A18038",112.59
2020,"Zona rural","Caniles","A18039",151.17
2020,"Zona rural","Cáñar","A18040",102.25
2020,"Zona rural","Capileira","A18042",114.14
2020,"Zona rural","Carataunas","A18043",104.45
2020,"Zona rural","Cástaras","A18044",208.06
2020,"Zona rural","Castilléjar","A18045",292.33
2020,"Zona rural","Castril","A18046",178.9
2020,"Zona de densidad intermedia","Cenes de la Vega","A18047",25.51
2020,"Zona rural","Cijuela","A18048",81.23
2020,"Zona rural","Cogollos de Guadix","A18049",176.91
2020,"Zona de densidad intermedia","Cogollos de la Vega","A18050",71.32
2020,"Zona rural","Colomera","A18051",148.58
2020,"Zona rural","Cortes de Baza","A18053",207.18
2020,"Zona rural","Cortes y Graena","A18054",98.64
2020,"Zona rural","Cúllar","A18056",136.07
2020,"Zona de densidad intermedia","Cúllar Vega","A18057",45.46
2020,"Zona de densidad intermedia","Chauchina","A18059",86.84
2020,"Zona rural","Chimeneas","A18061",187.06
2020,"Ciudades","Churriana de la Vega","A18062",42.79
2020,"Zona rural","Darro","A18063",113.11
2020,"Zona rural","Dehesas de Guadix","A18064",129.33
2020,"Zona rural","Dehesas Viejas","A18065",139.6
2020,"Zona rural","Deifontes","A18066",80.77
2020,"Zona rural","Diezma","A18067",149.35
2020,"Zona rural","Dílar","A18068",80.53
2020,"Zona rural","Dólar","A18069",234.33
2020,"Zona rural","Dúdar","A18070",101.07
2020,"Zona de densidad intermedia","Dúrcal","A18071",78.38
2020,"Zona rural","Escúzar","A18072",324.09
2020,"Zona rural","Ferreira","A18074",269.92
2020,"Zona rural","Fonelas","A18076",113.42
2020,"Zona rural","Fornes","A18077",114.43
2020,"Zona rural","Freila","A18078",170.97
2020,"Zona de densidad intermedia","Fuente Vaqueros","A18079",102.53
2020,"Zona rural","Galera","A18082",170.55
2020,"Zona rural","Gobernador","A18083",188.69
2020,"Ciudades","Gójar","A18084",55.43
2020,"Zona rural","Gor","A18085",300.51
2020,"Zona rural","Gorafe","A18086",146.37
2020,"Ciudades","Granada","A18087",27.17
2020,"Zona rural","Guadahortuna","A18088",115.21
2020,"Zona de densidad intermedia","Guadix","A18089",74.55
2020,"Zona rural","Gualchos","A18093",55.76
2020,"Zona rural","Güéjar Sierra","A18094",79.11
2020,"Zona rural","Güevéjar","A18095",46.44
2020,"Zona rural","Huélago","A18096",138.81
2020,"Zona rural","Huéneja","A18097",200.17
2020,"Zona de densidad intermedia","Huéscar","A18098",119.41
2020,"Zona rural","Huétor de Santillán","A18099",87.49
2020,"Zona de densidad intermedia","Huétor Tájar","A18100",66.41
2020,"Ciudades","Huétor Vega","A18101",39.32
2020,"Zona rural","Íllora","A18102",94.4
2020,"Zona rural","Ítrabo","A18103",91.16
2020,"Zona de densidad intermedia","Iznalloz","A18105",77.31
2020,"Zona rural","Játar","A18106",96.24
2020,"Zona rural","Jayena","A18107",110.94
2020,"Zona rural","Jérez del Marquesado","A18108",208.27
2020,"Zona rural","Jete","A18109",62.99
2020,"Zona rural","Jun","A18111",51.01
2020,"Zona rural","Juviles","A18112",182.03
2020,"Zona rural","Calahorra, La","A18114",231.06
2020,"Zona rural","Láchar","A18115",88.1
2020,"Zona rural","Lanjarón","A18116",74.42
2020,"Zona rural","Lanteira","A18117",189.74
2020,"Zona rural","Lecrín","A18119",102.22
2020,"Zona rural","Lentegí","A18120",114.08
2020,"Zona rural","Lobras","A18121",225.63
2020,"Zona de densidad intermedia","Loja","A18122",81.45
2020,"Zona rural","Lugros","A18123",182.68
2020,"Zona rural","Lújar","A18124",167.5
2020,"Zona rural","Malahá, La","A18126",82.28
2020,"Ciudades","Maracena","A18127",34.44
2020,"Zona rural","Marchal","A18128",126.87
2020,"Zona rural","Moclín","A18132",117.87
2020,"Zona rural","Molvízar","A18133",69.99
2020,"Ciudades","Monachil","A18134",72.39
2020,"Zona rural","Montefrío","A18135",97.45
2020,"Zona rural","Montejícar","A18136",99.71
2020,"Zona rural","Montillana","A18137",163.99
2020,"Zona rural","Moraleda de Zafayona","A18138",133.71
2020,"Zona de densidad intermedia","Motril","A18140",44.56
2020,"Zona rural","Murtas","A18141",247.75
2020,"Zona rural","Nigüelas","A18143",116.03
2020,"Zona de densidad intermedia","Nívar","A18144",70.71
2020,"Ciudades","Ogíjares","A18145",50.31
2020,"Zona rural","Orce","A18146",175.71
2020,"Zona rural","Órgiva","A18147",75.83
2020,"Zona rural","Otívar","A18148",58.96
2020,"Zona de densidad intermedia","Villa de Otura","A18149",74.25
2020,"Zona de densidad intermedia","Padul","A18150",95.15
2020,"Zona rural","Pampaneira","A18151",136.93
2020,"Zona rural","Pedro Martínez","A18152",177.6
2020,"Zona de densidad intermedia","Peligros","A18153",89.69
2020,"Zona rural","Peza, La","A18154",107.5
2020,"Zona rural","Pinos Genil","A18157",109.46
2020,"Zona de densidad intermedia","Pinos Puente","A18158",82.07
2020,"Zona rural","Píñar","A18159",155.46
2020,"Zona rural","Polícar","A18161",159.24
2020,"Zona rural","Polopos","A18162",61.36
2020,"Zona rural","Pórtugos","A18163",116.15
2020,"Zona rural","Puebla de Don Fadrique","A18164",236.67
2020,"Ciudades","Pulianas","A18165",71.63
2020,"Zona rural","Purullena","A18167",95.87
2020,"Zona rural","Quéntar","A18168",91.82
2020,"Zona rural","Rubite","A18170",154.52
2020,"Zona rural","Salar","A18171",94.19
2020,"Zona de densidad intermedia","Salobreña","A18173",64.45
2020,"Zona rural","Santa Cruz del Comercio","A18174",106.73
2020,"Zona de densidad intermedia","Santa Fe","A18175",69.14
2020,"Zona rural","Soportújar","A18176",99.59
2020,"Zona rural","Sorvilán","A18177",142.35
2020,"Zona rural","Torre-Cardela","A18178",128.6
2020,"Zona rural","Torvizcón","A18179",132.21
2020,"Zona rural","Trevélez","A18180",120.09
2020,"Zona rural","Turón","A18181",225.54
2020,"Zona rural","Ugíjar","A18182",109.21
2020,"Zona rural","Válor","A18183",176.46
2020,"Zona rural","Vélez de Benaudalla","A18184",109.68
2020,"Zona rural","Ventas de Huelma","A18185",194.63
2020,"Zona rural","Villanueva de las Torres","A18187",148.31
2020,"Zona rural","Villanueva Mesí","A18188",84.37
2020,"Zona de densidad intermedia","Víznar","A18189",76.6
2020,"Zona rural","Zafarraya","A18192",112.31
2020,"Ciudades","Zubia, La","A18193",40.24
2020,"Zona rural","Zújar","A18194",119.4
2020,"Zona rural","Taha, La","A18901",160.3
2020,"Zona rural","Valle, El","A18902",117.97
2020,"Zona rural","Nevada","A18903",147.25
2020,"Zona rural","Alpujarra de la Sierra","A18904",151.25
2020,"Ciudades","Gabias, Las","A18905",43.42
2020,"Zona rural","Guájares, Los","A18906",113.76
2020,"Zona rural","Valle del Zalabí","A18907",155.43
2020,"Zona de densidad intermedia","Villamena","A18908",112.06
2020,"Zona rural","Morelábor","A18909",170.83
2020,"Zona rural","Pinar, El","A18910",115.62
2020,"Zona de densidad intermedia","Vegas del Genil","A18911",46.49
2020,"Zona rural","Cuevas del Campo","A18912",167.17
2020,"Zona rural","Zagra","A18913",77.11
2020,"Zona rural","Valderrubio","A18914",116
2020,"Zona rural","Domingo Pérez de Granada","A18915",104.23
2020,"Zona rural","Torrenueva Costa","A18916",57.66
2020,"Zona rural","Alájar","A21001",150.84
2020,"Zona de densidad intermedia","Aljaraque","A21002",40.77
2020,"Zona rural","Almendro, El","A21003",150.99
2020,"Zona rural","Almonaster la Real","A21004",188.5
2020,"Zona de densidad intermedia","Almonte","A21005",111.61
2020,"Zona rural","Alosno","A21006",117.69
2020,"Zona de densidad intermedia","Aracena","A21007",96.67
2020,"Zona rural","Aroche","A21008",110.94
2020,"Zona rural","Arroyomolinos de León","A21009",160.44
2020,"Zona de densidad intermedia","Ayamonte","A21010",62.61
2020,"Zona rural","Beas","A21011",126.85
2020,"Zona rural","Berrocal","A21012",165.71
2020,"Zona de densidad intermedia","Bollullos Par del Condado","A21013",74.72
2020,"Zona de densidad intermedia","Bonares","A21014",75.95
2020,"Zona rural","Cabezas Rubias","A21015",152.55
2020,"Zona rural","Cala","A21016",179.99
2020,"Zona rural","Calañas","A21017",118.17
2020,"Zona rural","Campillo, El","A21018",103.82
2020,"Zona rural","Campofrío","A21019",162.18
2020,"Zona rural","Cañaveral de León","A21020",150.14
2020,"Zona de densidad intermedia","Cartaya","A21021",72.83
2020,"Zona rural","Castaño del Robledo","A21022",196.29
2020,"Zona rural","Cerro de Andévalo, El","A21023",127.82
2020,"Zona rural","Corteconcepción","A21024",188.05
2020,"Zona rural","Cortegana","A21025",88.38
2020,"Zona rural","Cortelazor","A21026",188.24
2020,"Zona rural","Cumbres de Enmedio","A21027",434.4
2020,"Zona rural","Cumbres de San Bartolomé","A21028",232.18
2020,"Zona rural","Cumbres Mayores","A21029",171.25
2020,"Zona rural","Chucena","A21030",82.29
2020,"Zona rural","Encinasola","A21031",179.04
2020,"Zona de densidad intermedia","Escacena del Campo","A21032",117.36
2020,"Zona rural","Fuenteheridos","A21033",121.51
2020,"Zona rural","Galaroza","A21034",118.96
2020,"Zona de densidad intermedia","Gibraleón","A21035",79.31
2020,"Zona rural","Granada de Río-Tinto, La","A21036",200.34
2020,"Zona rural","Granado, El","A21037",133.5
2020,"Zona rural","Higuera de la Sierra","A21038",127.98
2020,"Zona rural","Hinojales","A21039",192.42
2020,"Zona rural","Hinojos","A21040",126.89
2020,"Ciudades","Huelva","A21041",28.06
2020,"Zona de densidad intermedia","Isla Cristina","A21042",53.05
2020,"Zona rural","Jabugo","A21043",134.37
2020,"Zona de densidad intermedia","Lepe","A21044",70.06
2020,"Zona rural","Linares de la Sierra","A21045",218.91
2020,"Zona rural","Lucena del Puerto","A21046",66.1
2020,"Zona rural","Manzanilla","A21047",125.28
2020,"Zona rural","Marines, Los","A21048",155.83
2020,"Zona rural","Minas de Riotinto","A21049",94.38
2020,"Zona de densidad intermedia","Moguer","A21050",69.11
2020,"Zona rural","Nava, La","A21051",272.52
2020,"Zona rural","Nerva","A21052",70.96
2020,"Zona rural","Niebla","A21053",112.2
2020,"Zona de densidad intermedia","Palma del Condado, La","A21054",79.78
2020,"Zona de densidad intermedia","Palos de la Frontera","A21055",111.89
2020,"Zona de densidad intermedia","Paterna del Campo","A21056",97.45
2020,"Zona rural","Paymogo","A21057",177.57
2020,"Zona rural","Puebla de Guzmán","A21058",130.71
2020,"Zona rural","Puerto Moral","A21059",129.39
2020,"Zona de densidad intermedia","Punta Umbrí","A21060",65.26
2020,"Zona de densidad intermedia","Rociana del Condado","A21061",73.12
2020,"Zona rural","Rosal de la Frontera","A21062",116.13
2020,"Zona rural","San Bartolomé de la Torre","A21063",93.53
2020,"Zona de densidad intermedia","San Juan del Puerto","A21064",53.34
2020,"Zona rural","Sanlúcar de Guadiana","A21065",179.76
2020,"Zona rural","San Silvestre de Guzmán","A21066",165.01
2020,"Zona rural","Santa Ana la Real","A21067",147.77
2020,"Zona rural","Santa Bárbara de Casa","A21068",243.83
2020,"Zona rural","Santa Olalla del Cala","A21069",148.47
2020,"Zona de densidad intermedia","Trigueros","A21070",82.99
2020,"Zona rural","Valdelarco","A21071",157.27
2020,"Zona de densidad intermedia","Valverde del Camino","A21072",86.17
2020,"Zona rural","Villablanca","A21073",88.07
2020,"Zona rural","Villalba del Alcor","A21074",95.34
2020,"Zona rural","Villanueva de las Cruces","A21075",152.05
2020,"Zona rural","Villanueva de los Castillejos","A21076",151.97
2020,"Zona rural","Villarrasa","A21077",138.2
2020,"Zona rural","Zalamea la Real","A21078",118.13
2020,"Zona rural","Zufre","A21079",240.15
2020,"Zona rural","Zarza-Perrunal, La","A21902",101.57
2020,"Zona rural","Albanchez de Mágina","A23001",84.52
2020,"Zona de densidad intermedia","Alcalá la Real","A23002",85.99
2020,"Zona de densidad intermedia","Alcaudete","A23003",99.91
2020,"Zona rural","Aldeaquemada","A23004",255.05
2020,"Zona de densidad intermedia","Andújar","A23005",68.93
2020,"Zona de densidad intermedia","Arjona","A23006",88.78
2020,"Zona rural","Arjonilla","A23007",98.14
2020,"Zona rural","Arquillos","A23008",143.16
2020,"Zona de densidad intermedia","Baeza","A23009",89.9
2020,"Zona de densidad intermedia","Bailén","A23010",86.76
2020,"Zona rural","Baños de la Encina","A23011",126.87
2020,"Zona rural","Beas de Segura","A23012",91.05
2020,"Zona rural","Begíjar","A23014",102.87
2020,"Zona rural","Bélmez de la Moraleda","A23015",71.08
2020,"Zona rural","Benatae","A23016",191.86
2020,"Zona rural","Cabra del Santo Cristo","A23017",119.75
2020,"Zona rural","Cambil","A23018",100.89
2020,"Zona rural","Campillo de Arenas","A23019",121.06
2020,"Zona de densidad intermedia","Canena","A23020",82.68
2020,"Zona rural","Carboneros","A23021",131.83
2020,"Zona de densidad intermedia","Carolina, La","A23024",76.38
2020,"Zona rural","Castellar","A23025",113.7
2020,"Zona rural","Castillo de Locubín","A23026",112.07
2020,"Zona rural","Cazalilla","A23027",118.43
2020,"Zona de densidad intermedia","Cazorla","A23028",68.65
2020,"Zona rural","Chiclana de Segura","A23029",162.61
2020,"Zona rural","Chilluévar","A23030",111.34
2020,"Zona rural","Escañuela","A23031",84.74
2020,"Zona rural","Espeluy","A23032",177.07
2020,"Zona rural","Frailes","A23033",120.78
2020,"Zona rural","Fuensanta de Martos","A23034",95.14
2020,"Zona rural","Fuerte del Rey","A23035",109.3
2020,"Zona rural","Génave","A23037",169.24
2020,"Zona rural","Guardia de Jaén, La","A23038",77.83
2020,"Zona rural","Guarromán","A23039",173.94
2020,"Zona rural","Lahiguera","A23040",113.88
2020,"Zona rural","Higuera de Calatrava","A23041",140.84
2020,"Zona rural","Hinojares","A23042",122.14
2020,"Zona rural","Hornos","A23043",144.31
2020,"Zona de densidad intermedia","Huelma","A23044",93.05
2020,"Zona rural","Huesa","A23045",102.53
2020,"Zona rural","Ibros","A23046",97.57
2020,"Zona rural","Iruela, La","A23047",112.9
2020,"Zona rural","Iznatoraf","A23048",128.91
