"Year","Grado urbanización","Municipio","GeoCode","Value"
2020,"Zona de densidad intermedia","Pechina","A04074",-1.2261
2020,"Zona de densidad intermedia","Pulpí","A04075",-1.4746
2020,"Zona rural","Purchena","A04076",-2.7627
2020,"Zona rural","Rágol","A04077",0
2020,"Zona rural","Rioja","A04078",0.5019
2020,"Zona de densidad intermedia","Roquetas de Mar","A04079",-1.4432
2020,"Zona rural","Santa Cruz de Marchena","A04080",0
2020,"Zona rural","Santa Fe de Mondújar","A04081",-1.4022
2020,"Zona rural","Senés","A04082",0
2020,"Zona rural","Serón","A04083",0.2476
2020,"Zona rural","Sierro","A04084",0
2020,"Zona rural","Somontín","A04085",-2.9214
2020,"Zona rural","Sorbas","A04086",0.8936
2020,"Zona rural","Suflí","A04087",1.7365
2020,"Zona rural","Tabernas","A04088",-0.3105
2020,"Zona rural","Taberno","A04089",-0.2823
2020,"Zona rural","Tahal","A04090",-0.5405
2020,"Zona rural","Terque","A04091",-0.3978
2020,"Zona rural","Tíjola","A04092",-1.0274
2020,"Zona rural","Turre","A04093",-1.7818
2020,"Zona rural","Turrillas","A04094",0
2020,"Zona rural","Uleila del Campo","A04095",-0.7916
2020,"Zona rural","Urrácal","A04096",0.4867
2020,"Zona rural","Velefique","A04097",0
2020,"Zona rural","Vélez-Blanco","A04098",-3.042
2020,"Zona de densidad intermedia","Vélez-Rubio","A04099",-1.3343
2020,"Zona de densidad intermedia","Vera","A04100",-0.8131
2020,"Ciudades","Viator","A04101",-6.2638
2020,"Ciudades","Vícar","A04102",-4.4306
2020,"Zona rural","Zurgena","A04103",-0.541
2020,"Zona rural","Tres Villas, Las","A04901",-0.1113
2020,"Zona de densidad intermedia","Ejido, El","A04902",-2.5791
2020,"Zona de densidad intermedia","Mojonera, La","A04903",-1.0776
2020,"Zona rural","Balanegra","A04904",0
2020,"Zona rural","Alcalá de los Gazules","A11001",-0.5751
2020,"Zona rural","Alcalá del Valle","A11002",1.5918
2020,"Zona rural","Algar","A11003",-0.3883
2020,"Ciudades","Algeciras","A11004",-1.0096
2020,"Zona rural","Algodonales","A11005",0.3896
2020,"Zona de densidad intermedia","Arcos de la Frontera","A11006",-0.7553
2020,"Zona de densidad intermedia","Barbate","A11007",-0.2594
2020,"Zona de densidad intermedia","Barrios, Los","A11008",-0.5292
2020,"Zona rural","Benaocaz","A11009",3.243
2020,"Zona de densidad intermedia","Bornos","A11010",-0.1586
2020,"Zona rural","Bosque, El","A11011",0
2020,"Ciudades","Cádiz","A11012",0
2020,"Zona rural","Castellar de la Frontera","A11013",0.134
2020,"Zona de densidad intermedia","Conil de la Frontera","A11014",-0.4025
2020,"Ciudades","Chiclana de la Frontera","A11015",-1.3207
2020,"Zona de densidad intermedia","Chipiona","A11016",-1.0931
2020,"Zona rural","Espera","A11017",-0.1644
2020,"Zona rural","Gastor, El","A11018",-0.3778
2020,"Zona rural","Grazalema","A11019",0.0032
2020,"Ciudades","Jerez de la Frontera","A11020",-0.3616
2020,"Zona rural","Jimena de la Frontera","A11021",0.028
2020,"Ciudades","Línea de la Concepción, La","A11022",-0.5832
2020,"Zona de densidad intermedia","Medina Sidonia","A11023",-0.4285
2020,"Zona de densidad intermedia","Olvera","A11024",-0.4628
2020,"Zona de densidad intermedia","Paterna de Rivera","A11025",-0.3269
2020,"Zona de densidad intermedia","Prado del Rey","A11026",-0.2449
2020,"Ciudades","Puerto de Santa María, El","A11027",-0.7482
2020,"Zona de densidad intermedia","Puerto Real","A11028",-0.1449
2020,"Zona de densidad intermedia","Puerto Serrano","A11029",-0.3086
2020,"Zona de densidad intermedia","Rota","A11030",-0.7501
2020,"Ciudades","San Fernando","A11031",-0.1878
2020,"Ciudades","Sanlúcar de Barrameda","A11032",-0.8799
2020,"Zona de densidad intermedia","San Roque","A11033",-0.3675
2020,"Zona rural","Setenil de las Bodegas","A11034",0
2020,"Zona de densidad intermedia","Tarifa","A11035",-0.4329
2020,"Zona rural","Torre Alháquime","A11036",0
2020,"Zona de densidad intermedia","Trebujena","A11037",0.0599
2020,"Zona de densidad intermedia","Ubrique","A11038",-0.3701
2020,"Zona de densidad intermedia","Vejer de la Frontera","A11039",-0.5304
2020,"Zona rural","Villaluenga del Rosario","A11040",0
2020,"Zona de densidad intermedia","Villamartín","A11041",-0.1234
2020,"Zona rural","Zahara","A11042",1.4269
2020,"Zona de densidad intermedia","Benalup-Casas Viejas","A11901",-0.4072
2020,"Zona rural","San José del Valle","A11902",-0.7411
2020,"Zona rural","San Martín del Tesorillo","A11903",-3.0878
2020,"Zona rural","Adamuz","A14001",0
2020,"Zona de densidad intermedia","Aguilar de la Frontera","A14002",0.2465
2020,"Zona rural","Alcaracejos","A14003",-0.7523
2020,"Zona rural","Almedinilla","A14004",-2.0427
2020,"Zona de densidad intermedia","Almodóvar del Río","A14005",-1.6877
2020,"Zona rural","Añora","A14006",0
2020,"Zona de densidad intermedia","Baena","A14007",-1.0803
2020,"Zona rural","Belalcázar","A14008",0.8617
2020,"Zona rural","Belmez","A14009",-1.5742
2020,"Zona rural","Benamejí","A14010",-0.7774
2020,"Zona rural","Blázquez, Los","A14011",0
2020,"Zona de densidad intermedia","Bujalance","A14012",-0.2217
2020,"Zona de densidad intermedia","Cabra","A14013",-0.2536
2020,"Zona rural","Cañete de las Torres","A14014",0
2020,"Zona rural","Carcabuey","A14015",0.0904
2020,"Zona rural","Cardeña","A14016",0.1114
2020,"Zona de densidad intermedia","Carlota, La","A14017",-2.0209
2020,"Zona rural","Carpio, El","A14018",-0.7125
2020,"Zona de densidad intermedia","Castro del Río","A14019",-0.573
2020,"Zona rural","Conquista","A14020",-0.5348
2020,"Ciudades","Córdoba","A14021",-0.7704
2020,"Zona rural","Doña Mencía","A14022",0
2020,"Zona rural","Dos Torres","A14023",-0.083
2020,"Zona rural","Encinas Reales","A14024",0.043
2020,"Zona rural","Espejo","A14025",0.0004
2020,"Zona rural","Espiel","A14026",0.9237
2020,"Zona de densidad intermedia","Fernán-Núñez","A14027",-0.2175
2020,"Zona rural","Fuente la Lancha","A14028",0
2020,"Zona rural","Fuente Obejuna","A14029",-2.2854
2020,"Zona de densidad intermedia","Fuente Palmera","A14030",-0.3509
2020,"Zona rural","Fuente-Tójar","A14031",-1.0444
2020,"Zona rural","Granjuela, La","A14032",0
2020,"Zona rural","Guadalcázar","A14033",0.2635
2020,"Zona rural","Guijo, El","A14034",0
2020,"Zona de densidad intermedia","Hinojosa del Duque","A14035",0.8848
2020,"Zona rural","Hornachuelos","A14036",-1.372
2020,"Zona rural","Iznájar","A14037",-0.8507
2020,"Zona de densidad intermedia","Lucena","A14038",-0.4848
2020,"Zona rural","Luque","A14039",0.5322
2020,"Zona de densidad intermedia","Montalbán de Córdoba","A14040",-0.0076
2020,"Zona rural","Montemayor","A14041",-0.0443
2020,"Zona de densidad intermedia","Montilla","A14042",-0.6987
2020,"Zona de densidad intermedia","Montoro","A14043",-0.794
2020,"Zona rural","Monturque","A14044",-1.7286
2020,"Zona rural","Moriles","A14045",-0.2829
2020,"Zona de densidad intermedia","Nueva Carteya","A14046",0
2020,"Zona rural","Obejo","A14047",-3.7442
2020,"Zona rural","Palenciana","A14048",0
2020,"Zona de densidad intermedia","Palma del Río","A14049",-0.2498
2020,"Zona rural","Pedro Abad","A14050",0.1858
2020,"Zona rural","Pedroche","A14051",0
2020,"Zona de densidad intermedia","Peñarroya-Pueblonuevo","A14052",-0.3198
2020,"Zona de densidad intermedia","Posadas","A14053",-0.7707
2020,"Zona de densidad intermedia","Pozoblanco","A14054",0.0302
2020,"Zona de densidad intermedia","Priego de Córdoba","A14055",-1.2856
2020,"Zona de densidad intermedia","Puente Genil","A14056",0.056
2020,"Zona de densidad intermedia","Rambla, La","A14057",-0.0492
2020,"Zona de densidad intermedia","Rute","A14058",-0.3033
2020,"Zona rural","San Sebastián de los Ballesteros","A14059",-1.2438
2020,"Zona rural","Santaella","A14060",-0.898
2020,"Zona rural","Santa Eufemia","A14061",0
2020,"Zona rural","Torrecampo","A14062",0.1821
2020,"Zona rural","Valenzuela","A14063",-0.5272
2020,"Zona rural","Valsequillo","A14064",0
2020,"Zona rural","Victoria, La","A14065",-1.2671
2020,"Zona de densidad intermedia","Villa del Río","A14066",0.0278
2020,"Zona rural","Villafranca de Córdoba","A14067",0.7127
2020,"Zona rural","Villaharta","A14068",-1.0463
2020,"Zona de densidad intermedia","Villanueva de Córdoba","A14069",0
2020,"Zona rural","Villanueva del Duque","A14070",0
2020,"Zona rural","Villanueva del Rey","A14071",-5.827
2020,"Zona rural","Villaralto","A14072",-1.7979
2020,"Zona rural","Villaviciosa de Córdoba","A14073",-1.2822
2020,"Zona rural","Viso, El","A14074",0
2020,"Zona rural","Zuheros","A14075",0
2020,"Zona rural","Fuente Carreteros","A14901",0
2020,"Zona rural","Guijarrosa, La","A14902",0
2020,"Zona rural","Agrón","A18001",0
2020,"Zona rural","Alamedilla","A18002",0
2020,"Zona de densidad intermedia","Albolote","A18003",-0.189
2020,"Zona rural","Albondón","A18004",1.0911
2020,"Zona rural","Albuñán","A18005",-1.455
2020,"Zona rural","Albuñol","A18006",0.3846
2020,"Zona rural","Albuñuelas","A18007",4.1053
2020,"Zona rural","Aldeire","A18010",0
2020,"Zona de densidad intermedia","Alfacar","A18011",-0.1843
2020,"Zona rural","Algarinejo","A18012",0.2022
2020,"Zona rural","Alhama de Granada","A18013",-1.4602
2020,"Zona de densidad intermedia","Alhendín","A18014",-0.9734
2020,"Zona rural","Alicún de Ortega","A18015",0
2020,"Zona rural","Almegíjar","A18016",0
2020,"Zona de densidad intermedia","Almuñécar","A18017",-0.8513
2020,"Zona rural","Alquife","A18018",0.7059
2020,"Zona rural","Arenas del Rey","A18020",1.2274
2020,"Ciudades","Armilla","A18021",0.0861
2020,"Zona de densidad intermedia","Atarfe","A18022",-0.1519
2020,"Zona de densidad intermedia","Baza","A18023",-1.6305
2020,"Zona rural","Beas de Granada","A18024",0.4
2020,"Zona rural","Beas de Guadix","A18025",-2.7054
2020,"Zona rural","Benalúa","A18027",2.9332
2020,"Zona rural","Benalúa de las Villas","A18028",0.3236
2020,"Zona rural","Benamaurel","A18029",-2.4127
2020,"Zona rural","Bérchules","A18030",-0.5811
2020,"Zona rural","Bubión","A18032",-2.4679
2020,"Zona rural","Busquístar","A18033",-2.439
2020,"Zona rural","Cacín","A18034",0
2020,"Zona rural","Cádiar","A18035",0.0051
2020,"Ciudades","Cájar","A18036",2.3613
2020,"Zona rural","Calicasas","A18037",0
2020,"Zona rural","Campotéjar","A18038",-0.6727
2020,"Zona rural","Caniles","A18039",-1.4151
2020,"Zona rural","Cáñar","A18040",1.9525
2020,"Zona rural","Capileira","A18042",0
2020,"Zona rural","Carataunas","A18043",-0.7246
2020,"Zona rural","Cástaras","A18044",-0.2194
2020,"Zona rural","Castilléjar","A18045",0.4685
2020,"Zona rural","Castril","A18046",-2.2845
2020,"Zona de densidad intermedia","Cenes de la Vega","A18047",0
2020,"Zona rural","Cijuela","A18048",-0.0095
2020,"Zona rural","Cogollos de Guadix","A18049",-2.3176
2020,"Zona de densidad intermedia","Cogollos de la Vega","A18050",0.4888
2020,"Zona rural","Colomera","A18051",2.6953
2020,"Zona rural","Cortes de Baza","A18053",-1.4596
2020,"Zona rural","Cortes y Graena","A18054",-1.3538
2020,"Zona rural","Cúllar","A18056",-2.1308
2020,"Zona de densidad intermedia","Cúllar Vega","A18057",0.5222
2020,"Zona de densidad intermedia","Chauchina","A18059",-0.5509
2020,"Zona rural","Chimeneas","A18061",0.766
2020,"Ciudades","Churriana de la Vega","A18062",0.6874
2020,"Zona rural","Darro","A18063",0.1335
2020,"Zona rural","Dehesas de Guadix","A18064",0.7849
2020,"Zona rural","Dehesas Viejas","A18065",0
2020,"Zona rural","Deifontes","A18066",-1.7837
2020,"Zona rural","Diezma","A18067",3.4596
2020,"Zona rural","Dílar","A18068",2.3262
2020,"Zona rural","Dólar","A18069",0
2020,"Zona rural","Dúdar","A18070",0
2020,"Zona de densidad intermedia","Dúrcal","A18071",-1.7777
2020,"Zona rural","Escúzar","A18072",0
2020,"Zona rural","Ferreira","A18074",0
2020,"Zona rural","Fonelas","A18076",1.2928
2020,"Zona rural","Fornes","A18077",0
2020,"Zona rural","Freila","A18078",-4.0435
2020,"Zona de densidad intermedia","Fuente Vaqueros","A18079",-0.0881
2020,"Zona rural","Galera","A18082",-1.9332
2020,"Zona rural","Gobernador","A18083",0
2020,"Ciudades","Gójar","A18084",-0.5644
2020,"Zona rural","Gor","A18085",-3.19
2020,"Zona rural","Gorafe","A18086",0
2020,"Ciudades","Granada","A18087",-0.1277
2020,"Zona rural","Guadahortuna","A18088",-0.5265
2020,"Zona de densidad intermedia","Guadix","A18089",-0.6531
2020,"Zona rural","Gualchos","A18093",-0.458
2020,"Zona rural","Güéjar Sierra","A18094",-1.1103
2020,"Zona rural","Güevéjar","A18095",0.9985
2020,"Zona rural","Huélago","A18096",-1.7836
2020,"Zona rural","Huéneja","A18097",0
2020,"Zona de densidad intermedia","Huéscar","A18098",-0.0953
2020,"Zona rural","Huétor de Santillán","A18099",0.7592
2020,"Zona de densidad intermedia","Huétor Tájar","A18100",-0.0674
2020,"Ciudades","Huétor Vega","A18101",0.0507
2020,"Zona rural","Íllora","A18102",0.6881
2020,"Zona rural","Ítrabo","A18103",0
2020,"Zona de densidad intermedia","Iznalloz","A18105",0.8892
2020,"Zona rural","Játar","A18106",0
2020,"Zona rural","Jayena","A18107",-0.6483
2020,"Zona rural","Jérez del Marquesado","A18108",-0.1223
2020,"Zona rural","Jete","A18109",0
2020,"Zona rural","Jun","A18111",1.8152
2020,"Zona rural","Juviles","A18112",0
2020,"Zona rural","Calahorra, La","A18114",-0.8452
2020,"Zona rural","Láchar","A18115",0
2020,"Zona rural","Lanjarón","A18116",-0.696
2020,"Zona rural","Lanteira","A18117",1.0517
2020,"Zona rural","Lecrín","A18119",0.1085
2020,"Zona rural","Lentegí","A18120",0
2020,"Zona rural","Lobras","A18121",2.3409
2020,"Zona de densidad intermedia","Loja","A18122",-0.8598
2020,"Zona rural","Lugros","A18123",-2.868
2020,"Zona rural","Lújar","A18124",-0.1436
2020,"Zona rural","Malahá, La","A18126",0
2020,"Ciudades","Maracena","A18127",-0.0492
2020,"Zona rural","Marchal","A18128",0
2020,"Zona rural","Moclín","A18132",0.0096
2020,"Zona rural","Molvízar","A18133",-0.5468
2020,"Ciudades","Monachil","A18134",-1.4768
2020,"Zona rural","Montefrío","A18135",-1.8739
2020,"Zona rural","Montejícar","A18136",-2.0572
2020,"Zona rural","Montillana","A18137",1.1292
2020,"Zona rural","Moraleda de Zafayona","A18138",-0.1755
2020,"Zona de densidad intermedia","Motril","A18140",-0.2756
2020,"Zona rural","Murtas","A18141",0
2020,"Zona rural","Nigüelas","A18143",0.162
2020,"Zona de densidad intermedia","Nívar","A18144",-0.4604
2020,"Ciudades","Ogíjares","A18145",0.2843
2020,"Zona rural","Orce","A18146",2.277
2020,"Zona rural","Órgiva","A18147",0.3043
2020,"Zona rural","Otívar","A18148",0
2020,"Zona de densidad intermedia","Villa de Otura","A18149",-1.7204
2020,"Zona de densidad intermedia","Padul","A18150",-1.3979
2020,"Zona rural","Pampaneira","A18151",-0.2086
2020,"Zona rural","Pedro Martínez","A18152",0.8021
2020,"Zona de densidad intermedia","Peligros","A18153",-1.2217
2020,"Zona rural","Peza, La","A18154",-0.3064
2020,"Zona rural","Pinos Genil","A18157",1.2561
2020,"Zona de densidad intermedia","Pinos Puente","A18158",0.2003
2020,"Zona rural","Píñar","A18159",0.7031
2020,"Zona rural","Polícar","A18161",0.1538
2020,"Zona rural","Polopos","A18162",0
2020,"Zona rural","Pórtugos","A18163",0
2020,"Zona rural","Puebla de Don Fadrique","A18164",-0.2982
2020,"Ciudades","Pulianas","A18165",0.0689
2020,"Zona rural","Purullena","A18167",-0.7975
2020,"Zona rural","Quéntar","A18168",0.0479
2020,"Zona rural","Rubite","A18170",5.9997
2020,"Zona rural","Salar","A18171",-0.3753
2020,"Zona de densidad intermedia","Salobreña","A18173",-1.2881
2020,"Zona rural","Santa Cruz del Comercio","A18174",0
2020,"Zona de densidad intermedia","Santa Fe","A18175",-0.5678
2020,"Zona rural","Soportújar","A18176",0.302
2020,"Zona rural","Sorvilán","A18177",0
2020,"Zona rural","Torre-Cardela","A18178",0.0426
2020,"Zona rural","Torvizcón","A18179",-0.1573
2020,"Zona rural","Trevélez","A18180",0.4592
2020,"Zona rural","Turón","A18181",0
2020,"Zona rural","Ugíjar","A18182",-1.5443
2020,"Zona rural","Válor","A18183",-0.0415
2020,"Zona rural","Vélez de Benaudalla","A18184",-0.6688
2020,"Zona rural","Ventas de Huelma","A18185",0
2020,"Zona rural","Villanueva de las Torres","A18187",0
2020,"Zona rural","Villanueva Mesía","A18188",-1.2345
2020,"Zona de densidad intermedia","Víznar","A18189",0.4228
2020,"Zona rural","Zafarraya","A18192",0.1081
2020,"Ciudades","Zubia, La","A18193",-0.045
2020,"Zona rural","Zújar","A18194",0
2020,"Zona rural","Taha, La","A18901",1.5602
2020,"Zona rural","Valle, El","A18902",0
2020,"Zona rural","Nevada","A18903",1.7663
2020,"Zona rural","Alpujarra de la Sierra","A18904",0.308
2020,"Ciudades","Gabias, Las","A18905",-0.1857
2020,"Zona rural","Guájares, Los","A18906",5.0317
2020,"Zona rural","Valle del Zalabí","A18907",-0.162
2020,"Zona de densidad intermedia","Villamena","A18908",2.1605
2020,"Zona rural","Morelábor","A18909",-1.0962
2020,"Zona rural","Pinar, El","A18910",0.6806
2020,"Zona de densidad intermedia","Vegas del Genil","A18911",-0.8407
2020,"Zona rural","Cuevas del Campo","A18912",-0.4886
2020,"Zona rural","Zagra","A18913",-0.6864
2020,"Zona rural","Valderrubio","A18914",0.2197
2020,"Zona rural","Domingo Pérez de Granada","A18915",-1.0568
2020,"Zona rural","Torrenueva Costa","A18916",-0.0716
2020,"Zona rural","Alájar","A21001",-0.2558
2020,"Zona de densidad intermedia","Aljaraque","A21002",-0.2582
2020,"Zona rural","Almendro, El","A21003",3.0488
2020,"Zona rural","Almonaster la Real","A21004",-2.1371
2020,"Zona de densidad intermedia","Almonte","A21005",-0.0602
2020,"Zona rural","Alosno","A21006",-0.58
2020,"Zona de densidad intermedia","Aracena","A21007",-1.1073
2020,"Zona rural","Aroche","A21008",0.4347
2020,"Zona rural","Arroyomolinos de León","A21009",1.1945
2020,"Zona de densidad intermedia","Ayamonte","A21010",-2.1877
2020,"Zona rural","Beas","A21011",-1.5646
2020,"Zona rural","Berrocal","A21012",1.2821
2020,"Zona de densidad intermedia","Bollullos Par del Condado","A21013",-0.52
2020,"Zona de densidad intermedia","Bonares","A21014",-0.4383
2020,"Zona rural","Cabezas Rubias","A21015",-0.0446
2020,"Zona rural","Cala","A21016",-1.4109
2020,"Zona rural","Calañas","A21017",2.4097
2020,"Zona rural","Campillo, El","A21018",-1.1475
2020,"Zona rural","Campofrío","A21019",-0.4181
2020,"Zona rural","Cañaveral de León","A21020",0
2020,"Zona de densidad intermedia","Cartaya","A21021",-0.2939
2020,"Zona rural","Castaño del Robledo","A21022",-0.7098
2020,"Zona rural","Cerro de Andévalo, El","A21023",0.2633
2020,"Zona rural","Corteconcepción","A21024",0
2020,"Zona rural","Cortegana","A21025",-0.2121
2020,"Zona rural","Cortelazor","A21026",0
2020,"Zona rural","Cumbres de Enmedio","A21027",0
2020,"Zona rural","Cumbres de San Bartolomé","A21028",0.7992
2020,"Zona rural","Cumbres Mayores","A21029",-0.1237
2020,"Zona rural","Chucena","A21030",0
2020,"Zona rural","Encinasola","A21031",0.2387
2020,"Zona de densidad intermedia","Escacena del Campo","A21032",-0.4868
2020,"Zona rural","Fuenteheridos","A21033",0.6172
2020,"Zona rural","Galaroza","A21034",-0.0029
2020,"Zona de densidad intermedia","Gibraleón","A21035",3.1266
2020,"Zona rural","Granada de Río-Tinto, La","A21036",2.7023
2020,"Zona rural","Granado, El","A21037",0.3246
2020,"Zona rural","Higuera de la Sierra","A21038",0
2020,"Zona rural","Hinojales","A21039",0
2020,"Zona rural","Hinojos","A21040",-0.1017
2020,"Ciudades","Huelva","A21041",0.0354
2020,"Zona de densidad intermedia","Isla Cristina","A21042",-0.0253
2020,"Zona rural","Jabugo","A21043",0.9258
2020,"Zona de densidad intermedia","Lepe","A21044",-0.191
2020,"Zona rural","Linares de la Sierra","A21045",0
2020,"Zona rural","Lucena del Puerto","A21046",-1.0581
2020,"Zona rural","Manzanilla","A21047",0.6068
2020,"Zona rural","Marines, Los","A21048",0
2020,"Zona rural","Minas de Riotinto","A21049",-0.5178
2020,"Zona de densidad intermedia","Moguer","A21050",-0.4347
2020,"Zona rural","Nava, La","A21051",0.8073
2020,"Zona rural","Nerva","A21052",0
2020,"Zona rural","Niebla","A21053",-1.0445
2020,"Zona de densidad intermedia","Palma del Condado, La","A21054",-0.041
2020,"Zona de densidad intermedia","Palos de la Frontera","A21055",0.1452
2020,"Zona de densidad intermedia","Paterna del Campo","A21056",-1.4629
2020,"Zona rural","Paymogo","A21057",-0.1664
2020,"Zona rural","Puebla de Guzmán","A21058",0
2020,"Zona rural","Puerto Moral","A21059",-0.7407
2020,"Zona de densidad intermedia","Punta Umbría","A21060",-0.1135
2020,"Zona de densidad intermedia","Rociana del Condado","A21061",-0.2059
2020,"Zona rural","Rosal de la Frontera","A21062",0.0313
2020,"Zona rural","San Bartolomé de la Torre","A21063",0.0006
2020,"Zona de densidad intermedia","San Juan del Puerto","A21064",-0.4096
2020,"Zona rural","Sanlúcar de Guadiana","A21065",1.1688
2020,"Zona rural","San Silvestre de Guzmán","A21066",0
2020,"Zona rural","Santa Ana la Real","A21067",-0.2879
2020,"Zona rural","Santa Bárbara de Casa","A21068",0
2020,"Zona rural","Santa Olalla del Cala","A21069",-1.428
2020,"Zona de densidad intermedia","Trigueros","A21070",0.1549
2020,"Zona rural","Valdelarco","A21071",-0.6613
2020,"Zona de densidad intermedia","Valverde del Camino","A21072",-0.0987
2020,"Zona rural","Villablanca","A21073",-0.2246
2020,"Zona rural","Villalba del Alcor","A21074",1.0418
2020,"Zona rural","Villanueva de las Cruces","A21075",0
2020,"Zona rural","Villanueva de los Castillejos","A21076",-0.5838
2020,"Zona rural","Villarrasa","A21077",0.0851
2020,"Zona rural","Zalamea la Real","A21078",0.7735
2020,"Zona rural","Zufre","A21079",0.0603
2020,"Zona rural","Zarza-Perrunal, La","A21902",0
2020,"Zona rural","Albanchez de Mágina","A23001",0
2020,"Zona de densidad intermedia","Alcalá la Real","A23002",-0.6733
2020,"Zona de densidad intermedia","Alcaudete","A23003",-0.7374
2020,"Zona rural","Aldeaquemada","A23004",0
2020,"Zona de densidad intermedia","Andújar","A23005",-0.135
2020,"Zona de densidad intermedia","Arjona","A23006",0
2020,"Zona rural","Arjonilla","A23007",0
2020,"Zona rural","Arquillos","A23008",-0.6623
2020,"Zona de densidad intermedia","Baeza","A23009",-0.4621
2020,"Zona de densidad intermedia","Bailén","A23010",-1.096
2020,"Zona rural","Baños de la Encina","A23011",-0.0742
2020,"Zona rural","Beas de Segura","A23012",-0.1267
2020,"Zona rural","Begíjar","A23014",-0.1229
2020,"Zona rural","Bélmez de la Moraleda","A23015",-0.056
2020,"Zona rural","Benatae","A23016",0
2020,"Zona rural","Cabra del Santo Cristo","A23017",-0.9575
2020,"Zona rural","Cambil","A23018",0.9798
2020,"Zona rural","Campillo de Arenas","A23019",0.4086
2020,"Zona de densidad intermedia","Canena","A23020",0
2020,"Zona rural","Carboneros","A23021",0.0348
2020,"Zona de densidad intermedia","Carolina, La","A23024",-0.3324
2020,"Zona rural","Castellar","A23025",-0.2723
2020,"Zona rural","Castillo de Locubín","A23026",-0.4494
2020,"Zona rural","Cazalilla","A23027",3.6684
2020,"Zona de densidad intermedia","Cazorla","A23028",-0.7177
2020,"Zona rural","Chiclana de Segura","A23029",-5.231
2020,"Zona rural","Chilluévar","A23030",-0.0524
2020,"Zona rural","Escañuela","A23031",0
2020,"Zona rural","Espeluy","A23032",-1.4392
